"Code_UAI","Code_INSEE","Code_EPCI","Nom_EPCI","Nom_Ecole","Type_Patrimoine","Proprietaire_FFO_Forme","Proprietaire_FFO_Denomination","Commune","Surface_M2","Annee_Construction","Statut_DPE","Annee_DPE","Classe_DPE","Conso_Annuelle_kWh","Conso_Specifique_kWh_M2","Facture_Annuelle_Euros","Economie_Annuelle_Euros","Economie_Realiste_Euros","Economie_Plancher_66pct_Euros","Modele_Financement","CAPEX_Total","CAPEX_HT_Euros","Subventions_Etat_Euros","Subventions_Pessimiste_Euros","Subventions_Optimiste_Euros","Subventions_Fourchette_Label","CEE_Euros","Part_Fonds_Euros","Part_Fonds_Pessimiste_Euros","Part_Fonds_Optimiste_Euros","Pack_CAPEX_Total","Pack_Gain_Net_Pessimiste_Total","Financement_Statut","Statut_Projet_EPCI","Package_ID","Argumentaire_Loi_ELAN","Argumentaire_MGPE_PD","MGPE_Loyer_Lt_Euros","MGPE_Redevance_Ft_Euros","MGPE_Part_Services_St_Euros","MGPE_Duree_Contrat_Ans","Gain_Net_Contractuel_Euros","Gain_Net_Annuel_Mairie_Euros","Gain_Net_Pessimiste_Euros","Gain_Net_Optimiste_Euros","Gain_Net_Fourchette_Label","Gain_Net_Plancher_66pct_Euros","Fonds_ROI_Annees","Fonds_ROI_Pessimiste_Annees","Fonds_ROI_Optimiste_Annees","Fonds_ROI_Fourchette_Label","Taux_Subvention_Pessimiste_Pct","Taux_Eco_Realiste_Pessimiste_Pct","Ratio_PAC_W_M2","Alerte_Surdimensionnement","Alerte_Surdimensionnement_Note","Score_Eligibilite_Closing","Closing_Temperature","Alerte_Financement","Email_Mairie","Artisan_Nom","Artisan_Distance_KM","Artisan_Email","Artisan_Tranche_Effectif","Artisan_Effectif_Label","Artisan_Effectif_Min","Type_Travaux","Puissance_PAC_kW","Ouvriers_Requis","Duree_Estimee_Semaines","Periode_Ideale_Chantier","Latitude","Longitude"
"0731001S","73326","200069110","200069110","Ecole primaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Vimines","1326","1954","F (220 kWh/m²/an)","2015","F","291720","220","64733","29130","20391",,"fourchette","238680","198900","159120","159120","159120","159 120 € à 159 120 €","1146","78414","78414","78414","1587420","-1077","À_REGROUPER","PROJET_GLOBAL_VALIDE","EPCI-200069110","En tant que propriétaire du groupe scolaire Ecole primaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1326 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Vimines (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1326 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 14 322 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 159 120 € à 159 120 €. Gain net annuel mairie (fourchette) : 5 326 € à 7 526 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","15065","9098","5967","12","14065","5326","5326","7526","5 326 € à 7 526 €/an","4161","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","79.9","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","74","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","contact@vimines.com","RAVOIRE SCOP","7","v.buy@ravoire.com","12","20 à 49 salariés","20","Rénovation Lourde","106","6","9","Été 2026 + Automne 2026","45.54639911491969","5.865230422248524"
"0731008Z","73151","200041010","200041010","Ecole élémentaire","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Porte-de-Savoie","1748","0","G (220 kWh/m²/an)","2021","G","384560","220","85334","38400","21120",,"fourchette","209760","174800","104880","104880","139840","104 880 € à 139 840 €","923","103957","103957","68997","1020000","38050","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200041010","En tant que propriétaire du groupe scolaire Ecole élémentaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1748 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Porte-de-Savoie (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1748 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 16 321 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 104 880 € à 139 840 €. Gain net annuel mairie (fourchette) : 3 814 € à 16 204 €/an. ROI part fonds (fourchette) : 4.3 à 27.3 ans.","17306","12062","5244","12","21094","3814","3814","16204","3 814 € à 16 204 €/an","8038","27.3","27.3","4.3","4.3 à 27.3 ans","50","55","80.1","false",,"74","⚡ Tiède",,"accueil@porte-de-savoie.fr","EGE","1","contact@scopege.fr","11","10 à 19 salariés","10","Rénovation Moyenne","140","6","8","Été 2026 + Automne 2026","45.49904145689766","6.000049972991197"
"0730350J","73270","200041010","200041010","Ecole maternelle","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Saint-Pierre-d'Albigny","1033","0","E (350 kWh/m²/an)","2018","E","361550","350","80228","36103","19857",,"fourchette","123960","103300","55782","55782","82640","55 782 € à 82 640 €","545","67633","67633","40775","1020000","38050","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200041010","En tant que propriétaire du groupe scolaire Ecole maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1033 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Saint-Pierre-d'Albigny (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1033 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 10 305 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 55 782 € à 82 640 €. Gain net annuel mairie (fourchette) : 8 911 € à 19 633 €/an. ROI part fonds (fourchette) : 2.1 à 7.6 ans.","10946","7847","3099","12","25157","8911","8911","19633","8 911 € à 19 633 €/an","12882","7.6","7.6","2.1","2.1 à 7.6 ans","45","55","80.3","false",,"68","⚡ Tiède",,"mairie@mairie-stpierredalbigny.fr","VITTON","11.2","secretariat@vitton-73.fr","11","10 à 19 salariés","10","Rénovation Moyenne","83","6","5","Été 2026 + Automne 2026","45.571213125513886","6.157950443738241"
"BDNB-bdnb-bg-XF58-2A5K-HXGE","73029","200069110","200069110","École ÉlÉmentaire","Centre / Accueil de loisirs","COM","COMMUNE DE BARBERAZ","Barberaz","1711","1967","D (219 kWh/m²/an)","2017","D","374709","219","83148","37417","26192",,"fourchette","307980","256650","138591","138591","205320","138 591 € à 205 320 €","1478","167911","167911","101182","1587420","-1077","À_REGROUPER","PROJET_GLOBAL_VALIDE","EPCI-200069110","En tant que propriétaire du groupe scolaire École ÉlÉmentaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1711 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Barberaz (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1711 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 25 591 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 138 591 € à 205 320 €. Gain net annuel mairie (fourchette) : -991 € à 9 582 €/an. ROI part fonds (fourchette) : — à 10.6 ans.","27183","19483","7700","12","10234","-991","-991","9582","-991 € à 9 582 €/an","-2488",,,"10.6","— à 10.6 ans","45","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","58","⚡ Tiède","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@barberaz.fr","ENGIE HOME SERVICES","1.3","fabienne.merite@engie.com","11","10 à 19 salariés","10","Rénovation Lourde","137","6","12","Été 2026 + Automne 2026","45.56762498701612","5.948892992108454"
"BDNB-bdnb-bg-7X71-JJQ8-RZ21","73043","200068674","200068674","École maternelle","Centre / Accueil de loisirs","COM","COMMUNE DE LA BIOLLE","La Biolle","1212","1934","D (196 kWh/m²/an)","2015","D","237685","196.11","52742","23734","16614",,"fourchette","218160","181800","141804","141804","145440","141 804 € à 145 440 €","1047","75309","75309","71673","434640","10545","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200068674","En tant que propriétaire du groupe scolaire École maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1212 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour La Biolle (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1212 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 13 478 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 141 804 € à 145 440 €. Gain net annuel mairie (fourchette) : 2 422 € à 4 710 €/an. ROI part fonds (fourchette) : 15.2 à 31.1 ans.","14192","8738","5454","12","9542","2422","2422","4710","2 422 € à 4 710 €/an","1472","31.1","31.1","15.2","15.2 à 31.1 ans","65","70","80","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","57","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@la-biolle.fr","HERVE THERMIQUE","8.9","jonathan.vuillerme@herve-thermique.com","12","20 à 49 salariés","20","Rénovation Lourde","97","6","9","Été 2026 + Automne 2026","45.75854303144418","5.928489023214576"
"BDNB-bdnb-bg-EMPT-KYLU-RGEE","73054","247300254","247300254","accueil de loisir sans hÉbergement","Centre / Accueil de loisirs","COM","COMMUNE DE LANDRY","Bourg-Saint-Maurice","1481","0","D (337 kWh/m²/an)","2014","D","499097","337","110750","49838","27411",,"fourchette","177720","148100","79974","79974","118480","79 974 € à 118 480 €","782","96964","96964","58458","355440","14669","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-247300254","En tant que propriétaire du groupe scolaire accueil de loisir sans hÉbergement, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1481 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Bourg-Saint-Maurice (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1481 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 14 775 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 79 974 € à 118 480 €. Gain net annuel mairie (fourchette) : 11 717 € à 26 707 €/an. ROI part fonds (fourchette) : 2.2 à 8.3 ans.","15694","11251","4443","12","34144","11717","11717","26707","11 717 € à 26 707 €/an","17199","8.3","8.3","2.2","2.2 à 8.3 ans","45","55","79.7","false",,"54","⚡ Tiède",,"mairie@bourgsaintmaurice.fr","SANITHERM J. BLANC-TAILLEUR","23.9","contact@sanithermblanctailleur.com","12","20 à 49 salariés","20","Rénovation Moyenne","118","6","7","Été 2026 + Automne 2026","45.61006896904904","6.767301030849838"
"BDNB-bdnb-bg-N7FM-ETWQ-CKXG","73157","200070340","200070340","accueil de loisir sans hÉbergement","Centre / Accueil de loisirs","COM","COMMUNE DE MODANE","Modane","3073","1937","E (350 kWh/m²/an)",,"E","1075550","350","238665","107399","75179",,"fourchette","553140","460950","359541","359541","368760","359 541 € à 368 760 €","2655","190944","190944","181725","553140","39195","FINANÇABLE_SOLO","SOUS_SEUIL_A_CREUSER","SOLO","En tant que propriétaire du groupe scolaire accueil de loisir sans hÉbergement, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 3073 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Modane (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (3073 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 34 174 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 359 541 € à 368 760 €. Gain net annuel mairie (fourchette) : 39 195 € à 47 357 €/an. ROI part fonds (fourchette) : 3.8 à 4.9 ans.","35984","22155","13829","12","71415","39195","39195","47357","39 195 € à 47 357 €/an","34899","4.9","4.9","3.8","3.8 à 4.9 ans","65","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","79","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","secretariat@modane.fr","YVROUD","24.5","contact@yvroud.com","21","50 à 99 salariés","50","Rénovation Lourde","246","12","11","Été 2026 + Automne 2026","45.201199040967154","6.6709840453935625"
"BDNB-bdnb-bg-PRA3-YBWP-HMKN","73187","247300015","247300015","540 Route de l'Ecole 73260 La Léchère","Enseignement","COM","COMMUNE DE LA LECHERE","La Léchère","1093","1965","D (239 kWh/m²/an)","2016","D","261150","238.93","57949","26077","18254",,"fourchette","196740","163950","127881","127881","131160","127 881 € à 131 160 €","944","67915","67915","64636","373500","12087","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-247300015","En tant que propriétaire du groupe scolaire 540 Route de l'Ecole 73260 La Léchère, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1093 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour La Léchère (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1093 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 12 155 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 127 881 € à 131 160 €. Gain net annuel mairie (fourchette) : 5 455 € à 7 752 €/an. ROI part fonds (fourchette) : 8.3 à 12.5 ans.","12799","7880","4919","12","13278","5455","5455","7752","5 455 € à 7 752 €/an","4412","12.5","12.5","8.3","8.3 à 12.5 ans","65","70","79.6","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.6 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","54","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.6 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@lalechere.fr","SANITHERM J. BLANC-TAILLEUR","16.8","contact@sanithermblanctailleur.com","12","20 à 49 salariés","20","Rénovation Lourde","87","6","8","Été 2026 + Automne 2026","45.52415601081173","6.488282043461253"
"BDNB-bdnb-bg-QRS2-Z3DM-4H3H","73187","247300015","247300015","bibliothÈque","Bibliothèque","CCOM","COMMUNAUTE DE COMMUNES DES VALLEES D'AIGUEBLANCHE","La Léchère","1473","0","F (220 kWh/m²/an)","2014","F","324060","220","71909","32359","17797",,"fourchette","176760","147300","117840","117840","117840","117 840 € à 117 840 €","778","58142","58142","58142","373500","12087","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-247300015","En tant que propriétaire du groupe scolaire bibliothÈque, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1473 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour La Léchère (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1473 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 10 614 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 117 840 € à 117 840 €. Gain net annuel mairie (fourchette) : 6 632 € à 13 655 €/an. ROI part fonds (fourchette) : 4.3 à 8.8 ans.","11165","6746","4419","12","21194","6632","6632","13655","6 632 € à 13 655 €/an","10192","8.8","8.8","4.3","4.3 à 8.8 ans","66.7","55","80.1","false",,"68","⚡ Tiède",,"mairie@lalechere.fr","SANITHERM J. BLANC-TAILLEUR","16.5","contact@sanithermblanctailleur.com","12","20 à 49 salariés","20","Rénovation Moyenne","118","6","7","Été 2026 + Automne 2026","45.518269009919216","6.484001967173506"
"BDNB-bdnb-bg-5SF9-GQ9V-78BP","73204","247300528","247300528","6 Rue des écoles 73330 Le Pont-de-Beauvoisin","Enseignement","COM","COMMUNE DU PONT DE BEAUVOISIN","Le Pont-de-Beauvoisin","3128","1920","G (220 kWh/m²/an)","2014","G","688160","220","152703","68716","48101",,"fourchette","563040","469200","375360","375360","375360","375 360 € à 375 360 €","2703","184977","184977","184977","563040","12562","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-247300528","En tant que propriétaire du groupe scolaire 6 Rue des écoles 73330 Le Pont-de-Beauvoisin, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 3128 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Le Pont-de-Beauvoisin (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (3128 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 33 786 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 375 360 € à 375 360 €. Gain net annuel mairie (fourchette) : 12 562 € à 17 751 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","35539","21463","14076","12","33177","12562","12562","17751","12 562 € à 17 751 €/an","9814","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","79.9","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","81","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie.pont73330@gmail.com","ENTREPRISE GILLET","6.9","gillet@gilletsa.com","21","50 à 99 salariés","50","Rénovation Lourde","250","12","11","Été 2026 + Automne 2026","45.53764203690266","5.6727530607396845"
"BDNB-bdnb-bg-GRP6-7QGS-QVDT","73227","200040798","200040798","École ÉlÉmentaire","Enseignement","COM","COMMUNE DE COURCHEVEL","Courchevel","1249","1972","G (220 kWh/m²/an)","2021","G","274780","220","60974","27438","19207",,"fourchette","224820","187350","149880","149880","149880","149 880 € à 149 880 €","1079","73861","73861","73861","224820","5016","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200040798","En tant que propriétaire du groupe scolaire École ÉlÉmentaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1249 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Courchevel (73), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1249 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 13 491 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 149 880 € à 149 880 €. Gain net annuel mairie (fourchette) : 5 016 € à 7 088 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","14191","8570","5621","12","13247","5016","5016","7088","5 016 € à 7 088 €/an","3918","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","75","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@mairie-courchevel.com","SANITHERM J. BLANC-TAILLEUR","2.1","contact@sanithermblanctailleur.com","12","20 à 49 salariés","20","Rénovation Lourde","100","6","9","Été 2026 + Automne 2026","45.432677993617425","6.625693935889171"
