"Code_UAI","Code_INSEE","Code_EPCI","Nom_EPCI","Nom_Ecole","Type_Patrimoine","Proprietaire_FFO_Forme","Proprietaire_FFO_Denomination","Commune","Surface_M2","Annee_Construction","Statut_DPE","Annee_DPE","Classe_DPE","Conso_Annuelle_kWh","Conso_Specifique_kWh_M2","Facture_Annuelle_Euros","Economie_Annuelle_Euros","Economie_Realiste_Euros","Economie_Plancher_66pct_Euros","Modele_Financement","CAPEX_Total","CAPEX_HT_Euros","Subventions_Etat_Euros","Subventions_Pessimiste_Euros","Subventions_Optimiste_Euros","Subventions_Fourchette_Label","CEE_Euros","Part_Fonds_Euros","Part_Fonds_Pessimiste_Euros","Part_Fonds_Optimiste_Euros","Pack_CAPEX_Total","Pack_Gain_Net_Pessimiste_Total","Financement_Statut","Statut_Projet_EPCI","Package_ID","Argumentaire_Loi_ELAN","Argumentaire_MGPE_PD","MGPE_Loyer_Lt_Euros","MGPE_Redevance_Ft_Euros","MGPE_Part_Services_St_Euros","MGPE_Duree_Contrat_Ans","Gain_Net_Contractuel_Euros","Gain_Net_Annuel_Mairie_Euros","Gain_Net_Pessimiste_Euros","Gain_Net_Optimiste_Euros","Gain_Net_Fourchette_Label","Gain_Net_Plancher_66pct_Euros","Fonds_ROI_Annees","Fonds_ROI_Pessimiste_Annees","Fonds_ROI_Optimiste_Annees","Fonds_ROI_Fourchette_Label","Taux_Subvention_Pessimiste_Pct","Taux_Eco_Realiste_Pessimiste_Pct","Ratio_PAC_W_M2","Alerte_Surdimensionnement","Alerte_Surdimensionnement_Note","Score_Eligibilite_Closing","Closing_Temperature","Alerte_Financement","Email_Mairie","Artisan_Nom","Artisan_Distance_KM","Artisan_Email","Artisan_Tranche_Effectif","Artisan_Effectif_Label","Artisan_Effectif_Min","Type_Travaux","Puissance_PAC_kW","Ouvriers_Requis","Duree_Estimee_Semaines","Periode_Ideale_Chantier","Latitude","Longitude"
"0380878Y","38317","200040715","200040715","Ecole maternelle Le Côteau","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Le Pont-de-Claix","1566","0","G (220 kWh/m²/an)","2020","G","344520","220","76449","34402","18921",,"fourchette","187920","156600","93960","93960","125280","93 960 € à 125 280 €","827","93133","93133","61813","5621580","86015","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200040715","En tant que propriétaire du groupe scolaire Ecole maternelle Le Côteau, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1566 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Le Pont-de-Claix (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1566 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 14 622 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 93 960 € à 125 280 €. Gain net annuel mairie (fourchette) : 3 417 € à 14 518 €/an. ROI part fonds (fourchette) : 4.3 à 27.3 ans.","15504","10806","4698","12","18898","3417","3417","14518","3 417 € à 14 518 €/an","7201","27.3","27.3","4.3","4.3 à 27.3 ans","50","55","79.8","false",,"67","⚡ Tiède",,"mairie@ville-pontdeclaix.fr","EOLYA","10.3","commerce@eolya.com","12","20 à 49 salariés","20","Rénovation Moyenne","125","6","7","Été 2026 + Automne 2026","45.12125871308463","5.699109868320258"
"0381359W","38517","243800984","243800984","Ecole maternelle Floréal","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Tullins","1119","1980","D (245 kWh/m²/an)","2013","D","274155","245","60835","27376","15057",,"fourchette","134280","111900","60426","60426","89520","60 426 € à 89 520 €","591","73263","73263","44169","1691820","4381","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-243800984","En tant que propriétaire du groupe scolaire Ecole maternelle Floréal, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1119 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Tullins (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1119 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 11 163 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 60 426 € à 89 520 €. Gain net annuel mairie (fourchette) : 3 199 € à 12 469 €/an. ROI part fonds (fourchette) : 3.5 à 22.9 ans.","11858","8501","3357","12","15518","3199","3199","12469","3 199 € à 12 469 €/an","6210","22.9","22.9","3.5","3.5 à 22.9 ans","45","55","80.4","false",,"60","⚡ Tiède",,"contact@ville-tullins.fr","GLENAT PERE ET FILS","1","glenat@glenatplomberie.fr","11","10 à 19 salariés","10","Rénovation Moyenne","90","6","5","Été 2026 + Automne 2026","45.296741384453966","5.486269548351259"
"0381504D","38565","243800984","243800984","Ecole primaire Stendhal","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Voreppe","1333","1970","D (262 kWh/m²/an)","2020","D","349246","262","77498","34874","24412",,"fourchette","239940","199950","107973","107973","159960","107 973 € à 159 960 €","1152","130815","130815","78828","1691820","4381","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-243800984","En tant que propriétaire du groupe scolaire Ecole primaire Stendhal, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1333 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Voreppe (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1333 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 19 937 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 107 973 € à 159 960 €. Gain net annuel mairie (fourchette) : 3 235 € à 11 758 €/an. ROI part fonds (fourchette) : 6.7 à 40.4 ans.","21177","15178","5999","12","13697","3235","3235","11758","3 235 € à 11 758 €/an","1840","40.4","40.4","6.7","6.7 à 40.4 ans","45","70","80.3","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.3 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","59","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.3 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","voreppe@ville-voreppe.fr","ENGIE HOME SERVICES","6.4","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","107","6","10","Été 2026 + Automne 2026","45.27745281244652","5.647990053212834"
"0381790P","38416","200070431","200070431","Ecole maternelle Le Stade","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Saint-Marcellin","4694","1960","E (220 kWh/m²/an)",,"Estimé","1032680","220","229152","103118","72183",,"fourchette","844920","704100","380214","380214","563280","380 214 € à 563 280 €","4056","460650","460650","277584","1460700","-4131","À_REGROUPER","PROJET_GLOBAL_VALIDE","EPCI-200070431","En tant que propriétaire du groupe scolaire Ecole maternelle Le Stade, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 4694 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Saint-Marcellin (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (4694 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 70 206 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 380 214 € à 563 280 €. Gain net annuel mairie (fourchette) : -2 389 € à 26 639 €/an. ROI part fonds (fourchette) : — à 10.4 ans.","74572","53449","21123","12","28546","-2389","-2389","26639","-2 389 € à 26 639 €/an","-6514",,,"10.4","— à 10.4 ans","45","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","44","❄ Froid","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","contact.ville@saint-marcellin.fr","ENGIE HOME SERVICES","29.2","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","376","24","8","Été 2026 + Automne 2026","45.151020263100165","5.314230408492176"
"0380664R","38199","200077014","200077014","Ecole primaire Marc Lentillon","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Jardin","3431","1986","G (220 kWh/m²/an)","2021","G","754820","220","167495","75373","41455",,"fourchette","411720","343100","274480","274480","274480","274 480 € à 274 480 €","1812","135428","135428","135428","2794620","72680","FINANÇABLE_SOLO","PROJET_GLOBAL_VALIDE","SOLO","En tant que propriétaire du groupe scolaire Ecole primaire Marc Lentillon, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 3431 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Jardin (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (3431 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 24 723 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 274 480 € à 274 480 €. Gain net annuel mairie (fourchette) : 15 448 € à 31 807 €/an. ROI part fonds (fourchette) : 4.3 à 8.8 ans.","26007","15714","10293","12","49366","15448","15448","31807","15 448 € à 31 807 €/an","23739","8.8","8.8","4.3","4.3 à 8.8 ans","66.7","55","79.9","false",,"77","🔥 Chaud",,"mairie@mairie-jardin.fr","MERLIN ETUDE DEVELOPPEMENT THERMIQUE","15.5","f.gautier@merlin-vergnaud.fr","21","50 à 99 salariés","50","Rénovation Moyenne","274","12","8","Été 2026 + Automne 2026","45.49624368852213","4.9079601428257655"
"0381095J","38416","200070431","200070431","Ecole maternelle Centre","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Saint-Marcellin","3421","1957","E (220 kWh/m²/an)","2015","E","752620","220","167006","75153","52607",,"fourchette","615780","513150","277101","277101","410520","277 101 € à 410 520 €","2956","335723","335723","202304","1460700","-4131","À_REGROUPER","PROJET_GLOBAL_VALIDE","EPCI-200070431","En tant que propriétaire du groupe scolaire Ecole maternelle Centre, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 3421 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Saint-Marcellin (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (3421 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 51 167 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 277 101 € à 410 520 €. Gain net annuel mairie (fourchette) : -1 742 € à 19 414 €/an. ROI part fonds (fourchette) : — à 10.4 ans.","54349","38954","15395","12","20804","-1742","-1742","19414","-1 742 € à 19 414 €/an","-4748",,,"10.4","— à 10.4 ans","45","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","44","❄ Froid","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","contact.ville@saint-marcellin.fr","PIERRE STREIFF","29.7","contact@streiff.com","21","50 à 99 salariés","50","Rénovation Lourde","274","12","12","Été 2026 + Automne 2026","45.15323876237628","5.318750077116829"
"0381266V","38485","200040715","200040715","Ecole maternelle Moucherotte mixte 1","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Seyssinet-Pariset","1295","1955","F (350 kWh/m²/an)","2019","F","453250","350","100576","45259","31681",,"fourchette","233100","194250","116550","116550","155400","116 550 € à 155 400 €","1119","115431","115431","76581","5621580","86015","FINANÇABLE_SOLO","PROJET_GLOBAL_VALIDE","SOLO","En tant que propriétaire du groupe scolaire Ecole maternelle Moucherotte mixte 1, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1295 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Seyssinet-Pariset (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1295 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 18 127 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 116 550 € à 155 400 €. Gain net annuel mairie (fourchette) : 12 460 € à 19 956 €/an. ROI part fonds (fourchette) : 3.8 à 9.3 ans.","19221","13393","5828","12","26038","12460","12460","19956","12 460 € à 19 956 €/an","10650","9.3","9.3","3.8","3.8 à 9.3 ans","50","70","80.3","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.3 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","80","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.3 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","ville@seyssinet-pariset.fr","EOLYA","3.9","commerce@eolya.com","12","20 à 49 salariés","20","Rénovation Lourde","104","6","9","Été 2026 + Automne 2026","45.17894908869479","5.689449816453768"
"0381395K","38537","243800604","243800604","Ecole primaire Jean Moulin","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","La Verpillière","2827","1973","E (279 kWh/m²/an)","2021","E","787970","278.73","174851","78683","55078",,"fourchette","508860","424050","228987","228987","339240","228 987 € à 339 240 €","2443","277430","277430","167177","508860","10166","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-243800604","En tant que propriétaire du groupe scolaire Ecole primaire Jean Moulin, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2827 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour La Verpillière (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2827 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 42 282 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 228 987 € à 339 240 €. Gain net annuel mairie (fourchette) : 10 166 € à 28 477 €/an. ROI part fonds (fourchette) : 5.9 à 27.3 ans.","44912","32190","12722","12","33771","10166","10166","28477","10 166 € à 28 477 €/an","7019","27.3","27.3","5.9","5.9 à 27.3 ans","45","70","79.9","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","71","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","accueil@laverpilliere.fr","MERLIN ETUDE DEVELOPPEMENT THERMIQUE","8.2","f.gautier@merlin-vergnaud.fr","21","50 à 99 salariés","50","Rénovation Lourde","226","12","10","Été 2026 + Automne 2026","45.633698482996444","5.140859824355032"
"0381449U","38547","200018166","200018166","Ecole maternelle Victor Hugo","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Villard-Bonnot","1152","1920","D (265 kWh/m²/an)","2019","D","304796","264.58","67634","30435","21305",,"fourchette","207360","172800","93312","93312","138240","93 312 € à 138 240 €","995","113053","113053","68125","5826480","142246","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200018166","En tant que propriétaire du groupe scolaire Ecole maternelle Victor Hugo, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1152 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Villard-Bonnot (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1152 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 17 230 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 93 312 € à 138 240 €. Gain net annuel mairie (fourchette) : 3 004 € à 10 383 €/an. ROI part fonds (fourchette) : 6.6 à 37.6 ans.","18301","13117","5184","12","12134","3004","3004","10383","3 004 € à 10 383 €/an","1786","37.6","37.6","6.6","6.6 à 37.6 ans","45","70","79.9","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","60","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","bienvenue@villard-bonnot.fr","P.B.F PLOMBIERS - MIROITIERS","4.1","contact@pbf-alpes.fr","11","10 à 19 salariés","10","Rénovation Lourde","92","6","8","Été 2026 + Automne 2026","45.25742598778006","5.908945066806313"
"0381919E","38249","200018166","200018166","Ecole maternelle Les Chavannes","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Montbonnot-Saint-Martin","1361","0","D (205 kWh/m²/an)","2021","D","279672","205.49","62059","27927","15360",,"fourchette","163320","136100","73494","73494","108880","73 494 € à 108 880 €","719","89107","89107","53721","5826480","142246","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200018166","En tant que propriétaire du groupe scolaire Ecole maternelle Les Chavannes, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1361 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Montbonnot-Saint-Martin (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1361 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 13 578 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 73 494 € à 108 880 €. Gain net annuel mairie (fourchette) : 938 € à 11 138 €/an. ROI part fonds (fourchette) : 4.8 à 95 ans.","14422","10339","4083","12","13505","938","938","11138","938 € à 11 138 €/an","4010","95","95","4.8","4.8 à 95 ans","45","55","80.1","false",,"59","⚡ Tiède",,"mairie@montbonnot.fr","P.B.F PLOMBIERS - MIROITIERS","5","contact@pbf-alpes.fr","11","10 à 19 salariés","10","Rénovation Moyenne","109","6","6","Été 2026 + Automne 2026","45.222906395930416","5.808119446388078"
"0382083H","38085","243800935","243800935","Ecole maternelle Jean de la Fontaine","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Charvieu-Chavagneux","1744","1980","E (220 kWh/m²/an)",,"Estimé","383680","220","85139","38313","21072",,"fourchette","209280","174400","94176","94176","139520","94 176 € à 139 520 €","921","114183","114183","68839","2797620","42919","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-243800935","En tant que propriétaire du groupe scolaire Ecole maternelle Jean de la Fontaine, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1744 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Charvieu-Chavagneux (38), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1744 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 17 398 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 94 176 € à 139 520 €. Gain net annuel mairie (fourchette) : 2 591 € à 16 168 €/an. ROI part fonds (fourchette) : 4.3 à 44.1 ans.","18481","13249","5232","12","19832","2591","2591","16168","2 591 € à 16 168 €/an","6806","44.1","44.1","4.3","4.3 à 44.1 ans","45","55","80.3","false",,"60","⚡ Tiède",,"accueil@charvieu-chavagneux.fr","ALPHA ENERGIE","10.9","comptabilite@alphaenergie.eu","12","20 à 49 salariés","20","Rénovation Moyenne","140","6","8","Été 2026 + Automne 2026","45.75518061709474","5.14332958070805"
